"Space Name","Location Name","Record Date","Max. Occupancy","Avg. Occupancy","Ins","Outs"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 00:00:00","25","25","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 00:15:00","25","25","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 00:30:00","25","25","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 00:45:00","25","25","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 01:00:00","25","25","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 01:15:00","25","25","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 01:30:00","25","25","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 01:45:00","25","25","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 02:00:00","25","25","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 02:15:00","25","25","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 02:30:00","25","25","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 02:45:00","25","25","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 03:00:00","25","25","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 03:15:00","25","25","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 03:30:00","25","25","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 03:45:00","25","25","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 04:00:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 04:15:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 04:30:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 04:45:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 05:00:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 05:15:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 05:30:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 05:45:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 06:00:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 06:15:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 06:30:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 06:45:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 07:00:00","3","2.7333333333333334","3","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 07:15:00","3","3","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 07:30:00","3","3","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 07:45:00","3","3","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 08:00:00","3","3","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 08:15:00","4","3.8666666666666667","1","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 08:30:00","4","3.7333333333333334","0","1"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 08:45:00","3","3","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 09:00:00","3","3","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 09:15:00","3","3","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 09:30:00","3","3","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 09:45:00","3","3","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 10:00:00","3","3","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 10:15:00","3","3","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 10:30:00","3","3","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 10:45:00","3","3","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 11:00:00","3","3","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 11:15:00","3","3","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 11:30:00","4","3.6666666666666665","1","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 11:45:00","15","8.466666666666667","12","1"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 12:00:00","30","22.733333333333334","17","2"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 12:15:00","43","38.06666666666667","14","1"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 12:30:00","53","48.93333333333333","11","1"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 12:45:00","70","60.06666666666667","18","1"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 13:00:00","84","79.06666666666666","17","3"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 13:15:00","97","90","17","4"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 13:30:00","109","104.93333333333334","16","4"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 13:45:00","115","112.8","12","7"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 14:00:00","122","119.2","11","7"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 14:15:00","122","118.33333333333333","12","14"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 14:30:00","127","118.13333333333334","21","10"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 14:45:00","131","125.93333333333334","30","26"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 15:00:00","139","133.53333333333333","19","11"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 15:15:00","149","144.33333333333334","13","4"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 15:30:00","149","146.2","11","12"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 15:45:00","150","148.2","16","20"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 16:00:00","143","140.93333333333334","4","8"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 16:15:00","149","143.46666666666667","16","6"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 16:30:00","157","151.8","16","8"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 16:45:00","156","150.53333333333333","6","20"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 17:00:00","149","145.46666666666667","19","14"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 17:15:00","147","138.73333333333332","5","18"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 17:30:00","135","128.53333333333333","3","15"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 17:45:00","119","114.93333333333334","8","16"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 18:00:00","117","111","10","16"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 18:15:00","111","106.8","6","9"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 18:30:00","105","98.8","10","20"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 18:45:00","96","93.6","4","9"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 19:00:00","94","90.66666666666667","9","8"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 19:15:00","94","91.13333333333334","6","8"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 19:30:00","90","85","0","11"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 19:45:00","79","75.2","3","7"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 20:00:00","76","75.53333333333333","2","1"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 20:15:00","75","74.06666666666666","1","4"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 20:30:00","75","73.53333333333333","5","4"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 20:45:00","74","70.93333333333334","6","11"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 21:00:00","75","71","8","2"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 21:15:00","77","75.06666666666666","5","3"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 21:30:00","79","76.33333333333333","5","3"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 21:45:00","82","81.13333333333334","3","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 22:00:00","85","82.2","10","9"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 22:15:00","83","79","0","6"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 22:30:00","77","76.46666666666667","3","4"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 22:45:00","84","80.6","9","1"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 23:00:00","85","84.06666666666666","1","1"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 23:15:00","83","82.4","2","3"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 23:30:00","83","78.93333333333334","0","6"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-09 23:45:00","77","74.6","0","4"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 00:00:00","76","74.93333333333334","5","5"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 00:15:00","73","70.33333333333333","4","11"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 00:30:00","66","63.13333333333333","0","6"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 00:45:00","61","57","3","14"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 01:00:00","49","49","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 01:15:00","49","48.93333333333333","1","1"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 01:30:00","49","49","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 01:45:00","49","49","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 02:00:00","49","49","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 02:15:00","49","49","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 02:30:00","49","49","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 02:45:00","49","49","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 03:00:00","49","49","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 03:15:00","49","49","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 03:30:00","49","49","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 03:45:00","49","49","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 04:00:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 04:15:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 04:30:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 04:45:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 05:00:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 05:15:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 05:30:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 05:45:00","0","0","0","1"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 06:00:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 06:15:00","1","0.6666666666666666","1","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 06:30:00","1","1","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 06:45:00","1","1","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 07:00:00","2","1.8666666666666667","1","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 07:15:00","2","2","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 07:30:00","2","2","2","2"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 07:45:00","7","3.533333333333333","5","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 08:00:00","16","11.733333333333333","10","1"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 08:15:00","29","24.333333333333332","17","5"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 08:30:00","37","34.666666666666664","13","4"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 08:45:00","76","54.266666666666666","42","3"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 09:00:00","93","86.26666666666667","20","3"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 09:15:00","108","101.13333333333334","22","7"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 09:30:00","118","112.93333333333334","19","10"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 09:45:00","164","137.06666666666666","96","49"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 10:00:00","193","182.53333333333333","33","4"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 10:15:00","212","198.86666666666667","29","10"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 10:30:00","215","210.66666666666666","21","19"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 10:45:00","245","225.86666666666667","94","63"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 11:00:00","272","263.1333333333333","42","15"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 11:15:00","299","285.6666666666667","37","10"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 11:30:00","305","301.8","28","28"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 11:45:00","299","283.06666666666666","88","117"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 12:00:00","293","284.06666666666666","57","34"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 12:15:00","312","302.73333333333335","36","19"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 12:30:00","320","314.2","30","33"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 12:45:00","342","318.46666666666664","120","85"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 13:00:00","362","354","54","37"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 13:15:00","379","368.46666666666664","36","16"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 13:30:00","389","381.73333333333335","47","40"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 13:45:00","390","378.2","125","133"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 14:00:00","387","378.8666666666667","45","36"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 14:15:00","400","392.1333333333333","44","31"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 14:30:00","401","395.26666666666665","20","31"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 14:45:00","383","376.8","97","106"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 15:00:00","385","377.26666666666665","46","41"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 15:15:00","414","402.4","46","20"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 15:30:00","411","408.26666666666665","27","35"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 15:45:00","407","395.3333333333333","85","104"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 16:00:00","400","391.6","52","36"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 16:15:00","404","394.73333333333335","27","35"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 16:30:00","399","395.6","27","20"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 16:45:00","419","404.6666666666667","68","48"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 17:00:00","424","417.46666666666664","43","51"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 17:15:00","410","402.4","35","51"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 17:30:00","394","387.8666666666667","30","40"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 17:45:00","385","377.26666666666665","40","57"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 18:00:00","367","355.6666666666667","25","40"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 18:15:00","351","331.6666666666667","24","72"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 18:30:00","306","297.2","19","34"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 18:45:00","291","280.93333333333334","16","33"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 19:00:00","278","273.73333333333335","18","15"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 19:15:00","278","275.6666666666667","16","17"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 19:30:00","275","271.1333333333333","13","18"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 19:45:00","282","273","25","13"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 20:00:00","278","268.53333333333336","7","22"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 20:15:00","284","274","29","12"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 20:30:00","282","274.53333333333336","13","25"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 20:45:00","277","273.73333333333335","20","17"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 21:00:00","273","268","11","18"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 21:15:00","268","264.53333333333336","7","14"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 21:30:00","267","263.53333333333336","11","5"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 21:45:00","271","268.2","8","10"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 22:00:00","266","260.73333333333335","8","18"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 22:15:00","255","250.93333333333334","4","11"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 22:30:00","248","242.93333333333334","2","12"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 22:45:00","238","230.53333333333333","3","15"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 23:00:00","224","218.86666666666667","5","16"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 23:15:00","216","210.2","1","10"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 23:30:00","207","205.8","1","3"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-10 23:45:00","204","200.26666666666668","3","11"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 00:00:00","196","192.93333333333334","0","6"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 00:15:00","190","187.46666666666667","0","5"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 00:30:00","185","184.66666666666666","0","1"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 00:45:00","182","177.93333333333334","0","14"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 01:00:00","167","164.26666666666668","1","7"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 01:15:00","164","164","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 01:30:00","164","163.93333333333334","1","1"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 01:45:00","164","164","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 02:00:00","164","164","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 02:15:00","164","164","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 02:30:00","164","164","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 02:45:00","164","164","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 03:00:00","164","164","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 03:15:00","164","164","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 03:30:00","164","164","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 03:45:00","164","164","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 04:00:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 04:15:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 04:30:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 04:45:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 05:00:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 05:15:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 05:30:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 05:45:00","0","0","0","1"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 06:00:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 06:15:00","0","0","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 06:30:00","1","0.9333333333333333","1","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 06:45:00","2","1.2","1","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 07:00:00","2","2","0","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 07:15:00","3","2.6","1","0"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 07:30:00","4","3.933333333333333","2","1"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 07:45:00","7","5.133333333333333","4","1"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 08:00:00","14","11.466666666666667","7","2"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 08:15:00","24","19.333333333333332","14","2"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 08:30:00","39","33.2","15","1"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 08:45:00","63","47.93333333333333","37","12"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 09:00:00","72","69.33333333333333","20","13"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 09:15:00","77","74","14","7"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 09:30:00","87","83.33333333333333","15","6"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 09:45:00","143","110.6","78","21"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 10:00:00","165","157.86666666666667","31","9"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 10:15:00","179","169.26666666666668","21","7"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 10:30:00","186","183.46666666666667","19","12"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 10:45:00","235","210.4","89","45"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 11:00:00","243","238.33333333333334","53","41"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 11:15:00","256","251.26666666666668","25","11"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 11:30:00","283","268.06666666666666","46","21"
"WPI George C. Gordon Library SafeSpace","WPI George C. Gordon Library","2025-02-11 11:45:00","302","284.6","115","95"
